Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Ano (Código),Ano,Variável (Código),Variável,Sexo (Código),Sexo,Idade (Código),Idade,Forma de declaração da idade (Código),Forma de declaração da idade
3,Unidade da Federação,45,Pessoas,12311,41,Paraná,2022,2022,93,População residente,4,Homens,6634,81 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12192,41,Paraná,2022,2022,93,População residente,4,Homens,6635,82 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10343,41,Paraná,2022,2022,93,População residente,4,Homens,6636,83 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9191,41,Paraná,2022,2022,93,População residente,4,Homens,6637,84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,27968,41,Paraná,2022,2022,93,População residente,4,Homens,49109,85 a 89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7635,41,Paraná,2022,2022,93,População residente,4,Homens,6638,85 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6774,41,Paraná,2022,2022,93,População residente,4,Homens,6639,86 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5434,41,Paraná,2022,2022,93,População residente,4,Homens,6640,87 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4413,41,Paraná,2022,2022,93,População residente,4,Homens,6641,88 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3712,41,Paraná,2022,2022,93,População residente,4,Homens,6642,89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9970,41,Paraná,2022,2022,93,População residente,4,Homens,60040,90 a 94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3033,41,Paraná,2022,2022,93,População residente,4,Homens,6643,90 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2426,41,Paraná,2022,2022,93,População residente,4,Homens,6644,91 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2004,41,Paraná,2022,2022,93,População residente,4,Homens,6645,92 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1466,41,Paraná,2022,2022,93,População residente,4,Homens,6646,93 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1041,41,Paraná,2022,2022,93,População residente,4,Homens,6647,94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2266,41,Paraná,2022,2022,93,População residente,4,Homens,60041,95 a 99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,817,41,Paraná,2022,2022,93,População residente,4,Homens,6648,95 anos,113635,Total
3,Unidade da Federação,45,Pessoas,573,41,Paraná,2022,2022,93,População residente,4,Homens,6649,96 anos,113635,Total
3,Unidade da Federação,45,Pessoas,395,41,Paraná,2022,2022,93,População residente,4,Homens,6650,97 anos,113635,Total
3,Unidade da Federação,45,Pessoas,296,41,Paraná,2022,2022,93,População residente,4,Homens,6651,98 anos,113635,Total
3,Unidade da Federação,45,Pessoas,185,41,Paraná,2022,2022,93,População residente,4,Homens,6652,99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,380,41,Paraná,2022,2022,93,População residente,4,Homens,6653,100 anos ou mais,113635,Total
3,Unidade da Federação,45,Pessoas,5867030,41,Paraná,2022,2022,93,População residente,5,Mulheres,100362,Total,113635,Total
3,Unidade da Federação,45,Pessoas,342243,41,Paraná,2022,2022,93,População residente,5,Mulheres,93070,0 a 4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,64154,41,Paraná,2022,2022,93,População residente,5,Mulheres,6557,Menos de 1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,5380,41,Paraná,2022,2022,93,População residente,5,Mulheres,93071,Menos de 1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,5079,41,Paraná,2022,2022,93,População residente,5,Mulheres,93072,1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,5749,41,Paraná,2022,2022,93,População residente,5,Mulheres,93073,2 meses,113635,Total
3,Unidade da Federação,45,Pessoas,5418,41,Paraná,2022,2022,93,População residente,5,Mulheres,93074,3 meses,113635,Total
3,Unidade da Federação,45,Pessoas,5793,41,Paraná,2022,2022,93,População residente,5,Mulheres,93075,4 meses,113635,Total
3,Unidade da Federação,45,Pessoas,5158,41,Paraná,2022,2022,93,População residente,5,Mulheres,93076,5 meses,113635,Total
3,Unidade da Federação,45,Pessoas,5273,41,Paraná,2022,2022,93,População residente,5,Mulheres,93077,6 meses,113635,Total
3,Unidade da Federação,45,Pessoas,5413,41,Paraná,2022,2022,93,População residente,5,Mulheres,93078,7 meses,113635,Total
3,Unidade da Federação,45,Pessoas,5176,41,Paraná,2022,2022,93,População residente,5,Mulheres,93079,8 meses,113635,Total
3,Unidade da Federação,45,Pessoas,5237,41,Paraná,2022,2022,93,População residente,5,Mulheres,93080,9 meses,113635,Total
3,Unidade da Federação,45,Pessoas,5184,41,Paraná,2022,2022,93,População residente,5,Mulheres,93081,10 meses,113635,Total
3,Unidade da Federação,45,Pessoas,5294,41,Paraná,2022,2022,93,População residente,5,Mulheres,93082,11 meses,113635,Total
3,Unidade da Federação,45,Pessoas,63140,41,Paraná,2022,2022,93,População residente,5,Mulheres,6558,1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,69030,41,Paraná,2022,2022,93,População residente,5,Mulheres,6559,2 anos,113635,Total
3,Unidade da Federação,45,Pessoas,72876,41,Paraná,2022,2022,93,População residente,5,Mulheres,6560,3 anos,113635,Total
3,Unidade da Federação,45,Pessoas,73043,41,Paraná,2022,2022,93,População residente,5,Mulheres,6561,4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,372288,41,Paraná,2022,2022,93,População residente,5,Mulheres,93084,5 a 9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,72944,41,Paraná,2022,2022,93,População residente,5,Mulheres,6562,5 anos,113635,Total
3,Unidade da Federação,45,Pessoas,74524,41,Paraná,2022,2022,93,População residente,5,Mulheres,6563,6 anos,113635,Total
3,Unidade da Federação,45,Pessoas,75947,41,Paraná,2022,2022,93,População residente,5,Mulheres,6564,7 anos,113635,Total
3,Unidade da Federação,45,Pessoas,74367,41,Paraná,2022,2022,93,População residente,5,Mulheres,6565,8 anos,113635,Total
3,Unidade da Federação,45,Pessoas,74506,41,Paraná,2022,2022,93,População residente,5,Mulheres,6566,9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,360167,41,Paraná,2022,2022,93,População residente,5,Mulheres,93085,10 a 14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,72468,41,Paraná,2022,2022,93,População residente,5,Mulheres,6567,10 anos,113635,Total
3,Unidade da Federação,45,Pessoas,72817,41,Paraná,2022,2022,93,População residente,5,Mulheres,6568,11 anos,113635,Total
3,Unidade da Federação,45,Pessoas,73575,41,Paraná,2022,2022,93,População residente,5,Mulheres,6569,12 anos,113635,Total
3,Unidade da Federação,45,Pessoas,70840,41,Paraná,2022,2022,93,População residente,5,Mulheres,6570,13 anos,113635,Total
3,Unidade da Federação,45,Pessoas,70467,41,Paraná,2022,2022,93,População residente,5,Mulheres,6571,14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,374283,41,Paraná,2022,2022,93,População residente,5,Mulheres,93086,15 a 19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,72704,41,Paraná,2022,2022,93,População residente,5,Mulheres,6572,15 anos,113635,Total
3,Unidade da Federação,45,Pessoas,75437,41,Paraná,2022,2022,93,População residente,5,Mulheres,6573,16 anos,113635,Total
3,Unidade da Federação,45,Pessoas,75884,41,Paraná,2022,2022,93,População residente,5,Mulheres,6574,17 anos,113635,Total
3,Unidade da Federação,45,Pessoas,75678,41,Paraná,2022,2022,93,População residente,5,Mulheres,6575,18 anos,113635,Total
3,Unidade da Federação,45,Pessoas,74580,41,Paraná,2022,2022,93,População residente,5,Mulheres,6576,19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,419797,41,Paraná,2022,2022,93,População residente,5,Mulheres,93087,20 a 24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,77109,41,Paraná,2022,2022,93,População residente,5,Mulheres,6577,20 anos,113635,Total
3,Unidade da Federação,45,Pessoas,81481,41,Paraná,2022,2022,93,População residente,5,Mulheres,6578,21 anos,113635,Total
3,Unidade da Federação,45,Pessoas,89444,41,Paraná,2022,2022,93,População residente,5,Mulheres,6579,22 anos,113635,Total
3,Unidade da Federação,45,Pessoas,85358,41,Paraná,2022,2022,93,População residente,5,Mulheres,6580,23 anos,113635,Total
3,Unidade da Federação,45,Pessoas,86405,41,Paraná,2022,2022,93,População residente,5,Mulheres,6581,24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,445745,41,Paraná,2022,2022,93,População residente,5,Mulheres,93088,25 a 29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,89261,41,Paraná,2022,2022,93,População residente,5,Mulheres,6582,25 anos,113635,Total
3,Unidade da Federação,45,Pessoas,90287,41,Paraná,2022,2022,93,População residente,5,Mulheres,6656,26 anos,113635,Total
3,Unidade da Federação,45,Pessoas,91737,41,Paraná,2022,2022,93,População residente,5,Mulheres,6657,27 anos,113635,Total
3,Unidade da Federação,45,Pessoas,89227,41,Paraná,2022,2022,93,População residente,5,Mulheres,6658,28 anos,113635,Total
3,Unidade da Federação,45,Pessoas,85233,41,Paraná,2022,2022,93,População residente,5,Mulheres,6659,29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,443806,41,Paraná,2022,2022,93,População residente,5,Mulheres,93089,30 a 34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,91230,41,Paraná,2022,2022,93,População residente,5,Mulheres,6583,30 anos,113635,Total
3,Unidade da Federação,45,Pessoas,86045,41,Paraná,2022,2022,93,População residente,5,Mulheres,6584,31 anos,113635,Total
3,Unidade da Federação,45,Pessoas,89414,41,Paraná,2022,2022,93,População residente,5,Mulheres,6585,32 anos,113635,Total
3,Unidade da Federação,45,Pessoas,89471,41,Paraná,2022,2022,93,População residente,5,Mulheres,6586,33 anos,113635,Total
3,Unidade da Federação,45,Pessoas,87646,41,Paraná,2022,2022,93,População residente,5,Mulheres,6587,34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,446332,41,Paraná,2022,2022,93,População residente,5,Mulheres,93090,35 a 39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,89752,41,Paraná,2022,2022,93,População residente,5,Mulheres,6588,35 anos,113635,Total
3,Unidade da Federação,45,Pessoas,91201,41,Paraná,2022,2022,93,População residente,5,Mulheres,6589,36 anos,113635,Total
3,Unidade da Federação,45,Pessoas,85619,41,Paraná,2022,2022,93,População residente,5,Mulheres,6590,37 anos,113635,Total
3,Unidade da Federação,45,Pessoas,87728,41,Paraná,2022,2022,93,População residente,5,Mulheres,6591,38 anos,113635,Total
3,Unidade da Federação,45,Pessoas,92032,41,Paraná,2022,2022,93,População residente,5,Mulheres,6592,39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,447899,41,Paraná,2022,2022,93,População residente,5,Mulheres,93091,40 a 44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,100213,41,Paraná,2022,2022,93,População residente,5,Mulheres,6593,40 anos,113635,Total
3,Unidade da Federação,45,Pessoas,87155,41,Paraná,2022,2022,93,População residente,5,Mulheres,6594,41 anos,113635,Total
3,Unidade da Federação,45,Pessoas,92167,41,Paraná,2022,2022,93,População residente,5,Mulheres,6595,42 anos,113635,Total
3,Unidade da Federação,45,Pessoas,85335,41,Paraná,2022,2022,93,População residente,5,Mulheres,6596,43 anos,113635,Total
3,Unidade da Federação,45,Pessoas,83029,41,Paraná,2022,2022,93,População residente,5,Mulheres,6597,44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,403354,41,Paraná,2022,2022,93,População residente,5,Mulheres,93092,45 a 49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,84577,41,Paraná,2022,2022,93,População residente,5,Mulheres,6598,45 anos,113635,Total
3,Unidade da Federação,45,Pessoas,81363,41,Paraná,2022,2022,93,População residente,5,Mulheres,6599,46 anos,113635,Total
3,Unidade da Federação,45,Pessoas,81505,41,Paraná,2022,2022,93,População residente,5,Mulheres,6600,47 anos,113635,Total
3,Unidade da Federação,45,Pessoas,78137,41,Paraná,2022,2022,93,População residente,5,Mulheres,6601,48 anos,113635,Total
3,Unidade da Federação,45,Pessoas,77772,41,Paraná,2022,2022,93,População residente,5,Mulheres,6602,49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,394505,41,Paraná,2022,2022,93,População residente,5,Mulheres,93093,50 a 54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,83211,41,Paraná,2022,2022,93,População residente,5,Mulheres,6603,50 anos,113635,Total
3,Unidade da Federação,45,Pessoas,78075,41,Paraná,2022,2022,93,População residente,5,Mulheres,6604,51 anos,113635,Total
3,Unidade da Federação,45,Pessoas,79769,41,Paraná,2022,2022,93,População residente,5,Mulheres,6605,52 anos,113635,Total
3,Unidade da Federação,45,Pessoas,77673,41,Paraná,2022,2022,93,População residente,5,Mulheres,6606,53 anos,113635,Total
3,Unidade da Federação,45,Pessoas,75777,41,Paraná,2022,2022,93,População residente,5,Mulheres,6607,54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,371758,41,Paraná,2022,2022,93,População residente,5,Mulheres,93094,55 a 59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,76513,41,Paraná,2022,2022,93,População residente,5,Mulheres,6608,55 anos,113635,Total
3,Unidade da Federação,45,Pessoas,76379,41,Paraná,2022,2022,93,População residente,5,Mulheres,6609,56 anos,113635,Total
3,Unidade da Federação,45,Pessoas,75797,41,Paraná,2022,2022,93,População residente,5,Mulheres,6610,57 anos,113635,Total
3,Unidade da Federação,45,Pessoas,72794,41,Paraná,2022,2022,93,População residente,5,Mulheres,6611,58 anos,113635,Total
3,Unidade da Federação,45,Pessoas,70275,41,Paraná,2022,2022,93,População residente,5,Mulheres,6612,59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,319233,41,Paraná,2022,2022,93,População residente,5,Mulheres,93095,60 a 64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,70765,41,Paraná,2022,2022,93,População residente,5,Mulheres,6613,60 anos,113635,Total
3,Unidade da Federação,45,Pessoas,64536,41,Paraná,2022,2022,93,População residente,5,Mulheres,6614,61 anos,113635,Total
3,Unidade da Federação,45,Pessoas,64584,41,Paraná,2022,2022,93,População residente,5,Mulheres,6615,62 anos,113635,Total
3,Unidade da Federação,45,Pessoas,61149,41,Paraná,2022,2022,93,População residente,5,Mulheres,6616,63 anos,113635,Total
3,Unidade da Federação,45,Pessoas,58199,41,Paraná,2022,2022,93,População residente,5,Mulheres,6617,64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,257449,41,Paraná,2022,2022,93,População residente,5,Mulheres,93096,65 a 69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,58474,41,Paraná,2022,2022,93,População residente,5,Mulheres,6618,65 anos,113635,Total
3,Unidade da Federação,45,Pessoas,53343,41,Paraná,2022,2022,93,População residente,5,Mulheres,6619,66 anos,113635,Total
3,Unidade da Federação,45,Pessoas,51902,41,Paraná,2022,2022,93,População residente,5,Mulheres,6620,67 anos,113635,Total
3,Unidade da Federação,45,Pessoas,48914,41,Paraná,2022,2022,93,População residente,5,Mulheres,6621,68 anos,113635,Total
3,Unidade da Federação,45,Pessoas,44816,41,Paraná,2022,2022,93,População residente,5,Mulheres,6622,69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,189390,41,Paraná,2022,2022,93,População residente,5,Mulheres,93097,70 a 74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,44221,41,Paraná,2022,2022,93,População residente,5,Mulheres,6623,70 anos,113635,Total
3,Unidade da Federação,45,Pessoas,38735,41,Paraná,2022,2022,93,População residente,5,Mulheres,6624,71 anos,113635,Total
3,Unidade da Federação,45,Pessoas,39265,41,Paraná,2022,2022,93,População residente,5,Mulheres,6625,72 anos,113635,Total
3,Unidade da Federação,45,Pessoas,34839,41,Paraná,2022,2022,93,População residente,5,Mulheres,6626,73 anos,113635,Total
3,Unidade da Federação,45,Pessoas,32330,41,Paraná,2022,2022,93,População residente,5,Mulheres,6627,74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,128848,41,Paraná,2022,2022,93,População residente,5,Mulheres,93098,75 a 79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,30779,41,Paraná,2022,2022,93,População residente,5,Mulheres,6628,75 anos,113635,Total
3,Unidade da Federação,45,Pessoas,27970,41,Paraná,2022,2022,93,População residente,5,Mulheres,6629,76 anos,113635,Total
3,Unidade da Federação,45,Pessoas,25136,41,Paraná,2022,2022,93,População residente,5,Mulheres,6630,77 anos,113635,Total
3,Unidade da Federação,45,Pessoas,24068,41,Paraná,2022,2022,93,População residente,5,Mulheres,6631,78 anos,113635,Total
3,Unidade da Federação,45,Pessoas,20895,41,Paraná,2022,2022,93,População residente,5,Mulheres,6632,79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,80944,41,Paraná,2022,2022,93,População residente,5,Mulheres,49108,80 a 84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,19982,41,Paraná,2022,2022,93,População residente,5,Mulheres,6633,80 anos,113635,Total
3,Unidade da Federação,45,Pessoas,16649,41,Paraná,2022,2022,93,População residente,5,Mulheres,6634,81 anos,113635,Total
3,Unidade da Federação,45,Pessoas,16723,41,Paraná,2022,2022,93,População residente,5,Mulheres,6635,82 anos,113635,Total
3,Unidade da Federação,45,Pessoas,14480,41,Paraná,2022,2022,93,População residente,5,Mulheres,6636,83 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13110,41,Paraná,2022,2022,93,População residente,5,Mulheres,6637,84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,44342,41,Paraná,2022,2022,93,População residente,5,Mulheres,49109,85 a 89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11277,41,Paraná,2022,2022,93,População residente,5,Mulheres,6638,85 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10663,41,Paraná,2022,2022,93,População residente,5,Mulheres,6639,86 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8806,41,Paraná,2022,2022,93,População residente,5,Mulheres,6640,87 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7235,41,Paraná,2022,2022,93,População residente,5,Mulheres,6641,88 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6361,41,Paraná,2022,2022,93,População residente,5,Mulheres,6642,89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,18842,41,Paraná,2022,2022,93,População residente,5,Mulheres,60040,90 a 94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5614,41,Paraná,2022,2022,93,População residente,5,Mulheres,6643,90 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4287,41,Paraná,2022,2022,93,População residente,5,Mulheres,6644,91 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4009,41,Paraná,2022,2022,93,População residente,5,Mulheres,6645,92 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2734,41,Paraná,2022,2022,93,População residente,5,Mulheres,6646,93 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2198,41,Paraná,2022,2022,93,População residente,5,Mulheres,6647,94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4886,41,Paraná,2022,2022,93,População residente,5,Mulheres,60041,95 a 99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1680,41,Paraná,2022,2022,93,População residente,5,Mulheres,6648,95 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1263,41,Paraná,2022,2022,93,População residente,5,Mulheres,6649,96 anos,113635,Total
3,Unidade da Federação,45,Pessoas,860,41,Paraná,2022,2022,93,População residente,5,Mulheres,6650,97 anos,113635,Total
3,Unidade da Federação,45,Pessoas,610,41,Paraná,2022,2022,93,População residente,5,Mulheres,6651,98 anos,113635,Total
3,Unidade da Federação,45,Pessoas,473,41,Paraná,2022,2022,93,População residente,5,Mulheres,6652,99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,919,41,Paraná,2022,2022,93,População residente,5,Mulheres,6653,100 anos ou mais,113635,Total
3,Unidade da Federação,45,Pessoas,7610361,42,Santa Catarina,2022,2022,93,População residente,6794,Total,100362,Total,113635,Total
3,Unidade da Federação,45,Pessoas,468406,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93070,0 a 4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,88966,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6557,Menos de 1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,7638,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93071,Menos de 1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,7296,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93072,1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,7817,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93073,2 meses,113635,Total
3,Unidade da Federação,45,Pessoas,7562,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93074,3 meses,113635,Total
3,Unidade da Federação,45,Pessoas,7955,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93075,4 meses,113635,Total
3,Unidade da Federação,45,Pessoas,7111,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93076,5 meses,113635,Total
3,Unidade da Federação,45,Pessoas,7410,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93077,6 meses,113635,Total
3,Unidade da Federação,45,Pessoas,7392,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93078,7 meses,113635,Total
3,Unidade da Federação,45,Pessoas,7283,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93079,8 meses,113635,Total
3,Unidade da Federação,45,Pessoas,7037,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93080,9 meses,113635,Total
3,Unidade da Federação,45,Pessoas,7341,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93081,10 meses,113635,Total
3,Unidade da Federação,45,Pessoas,7124,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93082,11 meses,113635,Total
3,Unidade da Federação,45,Pessoas,87842,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6558,1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,93969,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6559,2 anos,113635,Total
3,Unidade da Federação,45,Pessoas,98778,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6560,3 anos,113635,Total
3,Unidade da Federação,45,Pessoas,98851,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6561,4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,489625,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93084,5 a 9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,97583,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6562,5 anos,113635,Total
3,Unidade da Federação,45,Pessoas,99898,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6563,6 anos,113635,Total
3,Unidade da Federação,45,Pessoas,99727,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6564,7 anos,113635,Total
3,Unidade da Federação,45,Pessoas,96509,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6565,8 anos,113635,Total
3,Unidade da Federação,45,Pessoas,95908,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6566,9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,465179,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93085,10 a 14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,94571,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6567,10 anos,113635,Total
3,Unidade da Federação,45,Pessoas,93559,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6568,11 anos,113635,Total
3,Unidade da Federação,45,Pessoas,94701,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6569,12 anos,113635,Total
3,Unidade da Federação,45,Pessoas,91938,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6570,13 anos,113635,Total
3,Unidade da Federação,45,Pessoas,90410,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6571,14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,480629,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93086,15 a 19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,92826,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6572,15 anos,113635,Total
3,Unidade da Federação,45,Pessoas,95854,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6573,16 anos,113635,Total
3,Unidade da Federação,45,Pessoas,96618,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6574,17 anos,113635,Total
3,Unidade da Federação,45,Pessoas,98875,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6575,18 anos,113635,Total
3,Unidade da Federação,45,Pessoas,96456,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6576,19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,574485,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93087,20 a 24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,102983,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6577,20 anos,113635,Total
3,Unidade da Federação,45,Pessoas,110620,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6578,21 anos,113635,Total
3,Unidade da Federação,45,Pessoas,122533,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6579,22 anos,113635,Total
3,Unidade da Federação,45,Pessoas,119254,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6580,23 anos,113635,Total
3,Unidade da Federação,45,Pessoas,119095,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6581,24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,623099,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93088,25 a 29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,124863,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6582,25 anos,113635,Total
3,Unidade da Federação,45,Pessoas,124500,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6656,26 anos,113635,Total
3,Unidade da Federação,45,Pessoas,127660,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6657,27 anos,113635,Total
3,Unidade da Federação,45,Pessoas,126314,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6658,28 anos,113635,Total
3,Unidade da Federação,45,Pessoas,119762,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6659,29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,636989,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93089,30 a 34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,132461,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6583,30 anos,113635,Total
3,Unidade da Federação,45,Pessoas,122815,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6584,31 anos,113635,Total
3,Unidade da Federação,45,Pessoas,128968,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6585,32 anos,113635,Total
3,Unidade da Federação,45,Pessoas,127601,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6586,33 anos,113635,Total
3,Unidade da Federação,45,Pessoas,125144,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6587,34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,635482,42,Santa Catarina,2022,2022,93,População residente,6794,Total,93090,35 a 39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,130228,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6588,35 anos,113635,Total
3,Unidade da Federação,45,Pessoas,127889,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6589,36 anos,113635,Total
3,Unidade da Federação,45,Pessoas,122738,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6590,37 anos,113635,Total
3,Unidade da Federação,45,Pessoas,126242,42,Santa Catarina,2022,2022,93,População residente,6794,Total,6591,38 anos,113635,Total
